"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"RANBP17",303.439007268088,2.38756115582823,0.467092606361358,2.97063395337662,0.00297185768708394,0.0721301582731708
"SPAG5",1048.94925371612,3.02227626280418,0.680982163452245,2.96964644793666,0.00298142664745095,0.0722609171032256
"MAZ",9347.64738984747,1.76736927948716,0.258811186715625,2.96497724547868,0.00302705318429966,0.0732640141146813
"PLEKHH2",848.067120794112,-2.5403739044048,0.519665156989339,-2.96416622066582,0.00303504297632117,0.0733546540892393
"DQX1",63.9628229472253,4.92995053643177,1.32639699472416,2.9628765385201,0.00304778787096576,0.0735598075393286
"LOC729467",9.69551202046415,-5.06808550090066,1.37376127770699,-2.96127541729149,0.00306367837752202,0.0738402036847393
"ALDH1A1",5394.03235923884,-3.22733040180542,0.752366749070121,-2.96043173699299,0.00307208193860665,0.0739396211435397
"TSPAN8",173.970075246971,-4.00894312133049,1.01668158808911,-2.9595727478314,0.00308065957633763,0.0740429459508909
"SLC7A11",356.473330607173,3.15471011575246,0.728889189918868,2.95615595011404,0.00311499545095278,0.074762398667345
"PCCA",1726.47247520074,-2.40348071074029,0.47484045843192,-2.95568898104227,0.00311971509288265,0.074762398667345
"GNG2",3798.31622612083,-2.78466803158148,0.60388566475114,-2.95530782688299,0.00312357223759175,0.074762398667345
"CPNE7",150.322501359588,3.78680171470208,0.943308186422703,2.95428551857525,0.00313393911326444,0.0749067798289389
"RGS7BP",83.2866924836102,-4.02216887612081,1.0232916382171,-2.95337982179391,0.00314314966506118,0.0750231621021027
"UTRN",11382.93948088,-2.0867865515711,0.368320250999885,-2.95065652410036,0.00317099329455701,0.0755833587906754
"C1orf182",33.1206497070974,4.27750327374481,1.11150845861715,2.94869845419117,0.00319115178898759,0.0758616396729534
"ASNS",3276.57036197212,2.86983023014913,0.634182397492293,2.94841080033581,0.00319412302890142,0.0758616396729534
"GFAP",127.080866940687,-4.17135916533813,1.07567697979203,-2.9482448959271,0.0031958378381986,0.0758616396729534
"ELANE",16.0509896216295,-4.21501302423753,1.0907693627347,-2.94747279679461,0.0032038293975297,0.0759470175839653
"C1orf61",60.9512544811158,3.98820089531249,1.01416526846491,2.94646344952788,0.00321430404220941,0.076090942675919
"IL1F5",12.4395511558821,6.37863322206604,1.8274679086545,2.94321623739272,0.00324821449364803,0.0767401796329295
"SLC38A5",283.614816947503,2.66801003953512,0.566774343805131,2.94298790650379,0.00325061116204528,0.0767401796329295
"KIAA0408",787.004597865966,-7.15473901601929,2.09233112803267,-2.94157025795737,0.00326552755810204,0.0769871510662501
"MCM4",5352.33668056903,2.43872923612996,0.489273443905615,2.94054225515559,0.00327638310521038,0.0771324009723437
"IGFBP1",18.4324369542481,-3.99609192439577,1.01902956196335,-2.94014230423623,0.0032806153992635,0.0771324009723437
"SCAMP5",1124.62928744695,1.9198434332083,0.313237150790428,2.93657195797864,0.00331861817672215,0.0776836946472731
"CCDC151",51.7021087851489,3.84472796970583,0.968794138441442,2.93635960089758,0.00332089108962762,0.0776836946472731
"MMRN2",5504.66639854713,-2.40918910296632,0.479926577575179,-2.93625977141383,0.00332196008032738,0.0776836946472731
"TMEM105",62.8982428001467,4.37678301250065,1.15003178748477,2.93625189255507,0.00332204446179821,0.0776836946472731
"HELLS",335.467267999273,3.01958185994849,0.688955724096142,2.93136668919912,0.00337474174628672,0.0788093406994336
"GSDMC",177.333777370449,4.07187776996138,1.04823895083469,2.93051290215395,0.00338402940627443,0.0789195845746673
"ARHGAP20",761.76045889462,-2.85577967002626,0.633508463282309,-2.92936839456124,0.00339651608948556,0.0791040357714285
"CDC25A",421.106206904273,3.77377676319068,0.947070647804268,2.92879604031814,0.00340277624819888,0.0791431713931693
"SLC25A34",109.320402328522,-3.03714524019415,0.695698551409982,-2.92820106648985,0.00340929494376237,0.0791471269629339
"CTXN2",5.48241299447678,5.19215830118177,1.43177505351857,2.92794478495738,0.00341210633570891,0.0791471269629339
"C14orf34",13.3159833583857,6.47442446489371,1.87010918853437,2.92732878831748,0.0034188724143863,0.0791977670147583
"VWA3B",56.1971202746964,4.55114036859702,1.21418776059462,2.92470446816062,0.00344783489778271,0.0797617601989062
"WHAMML2",146.837609512377,-2.77611445469776,0.607422782890339,-2.92401685403758,0.00345546036786675,0.0798312976164509
"TMEM178",161.040270848208,-2.60625953690915,0.549767445997322,-2.92170725750279,0.00348118572471695,0.0803182516806857
"E2F1",644.343813113296,3.21237497201308,0.757867933309085,2.9192091059364,0.00350920741808952,0.0808568178560066
"RTKN2",583.780670228007,3.580654991217,0.885293780233136,2.91502668248432,0.00355658133718239,0.081839257107655
"HIST2H3C",9.72455701271455,4.26626083344462,1.12198378603683,2.91114798100782,0.00360103423463542,0.0827519582562962
"CLIC5",1119.07838081787,-2.95678938743785,0.672377923279665,-2.91025228474665,0.00361137116160533,0.0828792895666689
"CFP",124.45773188043,-2.96255870104656,0.67449713633458,-2.90966202126771,0.00361819793708849,0.0829258336217855
"MRC1",2243.05794754053,-3.53179261429386,0.870820380477844,-2.90736490676136,0.00364487739903917,0.0834266573944316
"CST4",10.4183084795801,4.70874997952626,1.2782817164735,2.9013557275605,0.00371551826778542,0.0849310465417986
"DTL",783.310253616929,3.28411657111072,0.787388847983539,2.90087493232883,0.00372122367925826,0.084949096963358
"CAPS",972.488179889406,3.03570288005151,0.701923663063347,2.90017702376247,0.00372951966227338,0.0850261600049424
"TAL1",403.386551626711,-2.64559528752062,0.567995530023158,-2.89719760198381,0.00376512522361276,0.0857248076274732
"C1orf95",58.4622156266412,-3.06200894854898,0.711989434911593,-2.89612295834841,0.00377804336971198,0.0859057466736747
"TSKS",12.1829889462173,-3.79133110497234,0.965698869443968,-2.89047775998696,0.00384656747368664,0.0873420265463412
"OR7E91P",42.0123920722136,3.84990262935171,0.98619092737582,2.88980820066464,0.00385476936954229,0.0873420265463412
"MFAP5",7827.63964738987,-2.7608794967334,0.609368861589098,-2.88967751345453,0.00385637209969668,0.0873420265463412
"CCL23",22.2192955124315,-3.837911529269,0.983065637019397,-2.88679760781121,0.00389184488853921,0.0880300674330447
"GRIK1",13.0061447026796,-3.44843268747099,0.848584522788815,-2.88531386293069,0.00391023613768142,0.0883304453532975
"CHRNB4",11.5518821169515,4.54345539542711,1.22832007389738,2.88479808376326,0.00391664776716117,0.0883597781518436
"MARCH4",16.4525894192037,4.42647381669745,1.18952471628946,2.88054024416224,0.00396994266436457,0.0893493346572767
"LEMD1",98.5052535491035,5.30074758362903,1.49326367716756,2.88009924127179,0.0039755001135648,0.0893493346572767
"MT1M",289.675912943287,-2.95022854916932,0.677225341491275,-2.87973356826082,0.00398011362358612,0.0893493346572767
"RNFT2",272.39821865057,3.13918883331202,0.74286466661071,2.87964811016249,0.00398119250541653,0.0893493346572767
"PROK1",35.0403927685444,-4.51308802489303,1.2204596080332,-2.87849593855422,0.00399576425924419,0.0894759100884741
"SPP1",15161.8974234358,3.71244074908021,0.942348602768711,2.87838358449389,0.00399718781252833,0.0894759100884741
"FOXO1",5063.44024183307,-2.30954464033254,0.455029244241233,-2.87793511495336,0.00400287461908241,0.0894872914519574
"GIMAP7",1232.7510835998,-2.84093070807192,0.640538663330026,-2.87403526666339,0.00405263707376484,0.0904827148213569
"ELMOD3",2572.25779793838,-2.54244203235567,0.53686315347008,-2.87306368929569,0.00406512155703239,0.0905292216687547
"ARSI",180.836265952684,2.16638473716068,0.405973293895581,2.87305779640934,0.00406519738527595,0.0905292216687547
"SMS",6435.02459206139,1.93750542899554,0.326511161799402,2.87128140988796,0.00408811411092545,0.0909223937592055
"DNAH3",43.3988980733192,3.73896963170499,0.954849280486293,2.86848373631289,0.0041244440256987,0.0916124899847034
"HNMT",3614.19290497338,-2.07175575424887,0.373896087290918,-2.86645351657549,0.00415099113958993,0.0920837970259995
"KIAA1024",157.66038673933,2.3281149039745,0.463578562063881,2.86491872717678,0.00417116281336121,0.0924126468944809
"AGAP11",608.928426016761,-3.50390541940876,0.874966601599328,-2.86171542414527,0.00421355046737822,0.0932322223133969
"HDC",98.7495796061498,-2.64737377492135,0.575909569807415,-2.86047300007922,0.00423009571166906,0.0934786240324207
"CXCL10",924.894383983756,2.53226101711537,0.535923981805614,2.85910141948293,0.00424842933732187,0.0937131207207261
"SYT13",783.011613902724,4.17109996759691,1.10937678055269,2.85845172098976,0.00425713884645735,0.0937131207207261
"KIFC1",1106.65124863164,3.79887649196013,0.979252370947106,2.8581768857533,0.00426082801136253,0.0937131207207261
"PSRC1",460.957508884633,3.06260877860202,0.721681429427848,2.8580599340588,0.00426239875507729,0.0937131207207261
"FLJ42875",28.8792466213996,-3.66884366310976,0.933995972933086,-2.85744664907775,0.00427064420518014,0.0937750984875705
"DSG1",156.660004702013,-3.71916607238889,0.951958237128338,-2.85639218858118,0.0042848549624748,0.0939677393483846
"IL33",2617.0658184392,-3.2885214339487,0.802140925702306,-2.85301667153438,0.00433063495451544,0.0948513341558699
"OR2B6",8.62215986361113,4.56611426222354,1.25098068988779,2.85065492301358,0.00436292904060164,0.0954376920894138
"AKAP2",4026.41854505858,-2.07418060871284,0.376911101265064,-2.84995747036226,0.00437250753781204,0.0954945269331302
"LOC643719",60.7086527332793,-3.19686112368146,0.770973849992129,-2.84946256439682,0.00437931590894602,0.0954945269331302
"MSI1",330.814677810306,3.60694390234719,0.914954722572672,2.84926001039371,0.00438210519402652,0.0954945269331302
"DKK4",5.02258716716817,-5.24366840889414,1.49198980276515,-2.8443012150815,0.00445089489971493,0.0968714291712514
"RNF125",1408.9975143559,-2.5437837296897,0.543080655206641,-2.84264172345136,0.00447413341513699,0.0972347067325846
"SULT4A1",70.1592542054047,3.06190671116872,0.725490707927524,2.84208562375509,0.00448194525645383,0.0972347067325846
"GAL3ST2",4.39823973294494,4.84854454160486,1.35421230254574,2.84190634981688,0.00448446624997801,0.0972347067325846
"PIWIL2",82.1903464471514,-3.86089825924193,1.00690003133273,-2.84129324681345,0.0044930975661507,0.0972997732338975
"LOC100128164",17.2071584679832,-4.2539146213106,1.14636148812834,-2.83847168193277,0.00453301414379588,0.0980413234279558
"RDM1",28.9580719329067,4.81695603668712,1.34633181805624,2.83507823665479,0.00458144644320722,0.0989649699813299
"PRR11",212.988761213944,3.17651128514944,0.768276529697942,2.83297901343564,0.00461164135644402,0.0994928517861536
